reanalysis_specific_humidity_g_per_kg,reanalysis_dew_point_temp_k,station_avg_temp_c,precipitation_amt_mm,ndvi_avg,quarter_2,quarter_4,ndvi_avg_movingMean,reanalysis_specific_humidity_g_per_kg_movingMean,reanalysis_dew_point_temp_k_movingMean,station_avg_temp_c_movingMean,precipitation_amt_mm_movingMean
16.8828571429,295.492857143,28.228571428600002,6.09,0.15324167500000002,1,0,0.15368131508333327,16.331868131869236,294.88590659340383,26.898076923084616,33.270192307692305
17.7042857143,296.3,28.9285714286,44.25,0.10318037499999999,1,0,0.14363185258333327,16.32662087912308,294.8814560439615,26.9087912088,31.214999999999996
17.628571428599997,296.228571429,27.9142857143,73.76,0.13625179999999998,1,0,0.14351911508333326,16.323516483519235,294.8785714285769,26.90082417583269,32.261923076923075
17.3528571429,295.945714286,28.3714285714,26.7,0.19253966666666666,0,0,0.14271617508333329,16.309697802201928,294.8650000000192,26.901648351655766,32.498269230769225
17.1514285714,295.791428571,28.4142857143,6.13,0.13428890000000002,0,0,0.13809295258333326,16.304560439563467,294.8601923077115,26.918131868140378,32.18788461538462
17.4728571429,296.081428571,28.8,29.67,0.09793493333333332,0,0,0.1350440359166666,16.299478021982697,294.8553296703461,26.931043956051916,31.62057692307692
17.7342857143,296.332857143,28.0,56.58,0.0888125,0,0,0.13218861924999994,16.307032967038467,294.8625000000192,26.92884615385384,32.39173076923077
17.878571428599997,296.478571429,28.5714285714,48.41,0.17498575,0,0,0.13885760999999994,16.312500000005773,294.8683791209038,26.935164835171147,32.69461538461538
17.8957142857,296.468571429,28.5,13.29,0.1468732,0,0,0.13427034499999993,16.31145604396154,294.86714285717306,26.94093406594038,32.39634615384615
17.911428571400002,296.484285714,29.4285714286,0.0,0.12369999999999999,0,0,0.13518087999999992,16.29983516484039,294.8565384615577,26.967582417588456,30.651153846153843
18.0114285714,296.581428571,29.271428571399998,51.88,0.106820725,0,0,0.1305387849999999,16.296703296707697,294.85370879121155,26.985439560444227,31.025769230769228
18.0914285714,296.67,28.157142857100002,55.2,0.13444750000000003,0,0,0.13366549749999992,16.28854395604808,294.8470329670385,26.975824175828844,31.299999999999997
18.2628571429,296.798571429,28.9428571429,65.9,0.125484825,0,0,0.13258879999999992,16.302060439565388,294.8601373626539,26.987637362642303,32.012307692307694
17.8957142857,296.451428571,28.971428571399997,33.56,0.13032654999999999,0,0,0.12636748833333328,16.28510989011539,294.84587912088466,26.993131868136537,31.416153846153847
18.4,296.901428571,28.9142857143,29.53,0.149994025,0,0,0.12793800083333326,16.294862637367313,294.8549175824231,27.006043956048075,29.220000000000002
18.0442857143,296.59,28.1428571429,73.55,0.17651787500000002,0,0,0.13579629499999996,16.305934065938466,294.86571428571153,27.002197802201923,29.646153846153844
17.85,296.397142857,27.7428571429,31.68,0.167094275,0,1,0.14362447249999993,16.299587912092314,294.86057692307696,26.982417582423075,29.65576923076923
17.3442857143,295.887142857,27.657142857100002,32.1,0.12481250000000002,0,1,0.13860714749999994,16.27711538461924,294.8405494505385,26.963736263740387,29.284230769230764
17.4314285714,296.018571429,28.5428571429,3.29,0.089657875,0,1,0.13288561499999996,16.263956043959624,294.83043956044236,26.981318681323078,26.58692307692307
16.85,295.455714286,27.8285714286,50.24,0.17342142500000002,0,1,0.13785775749999996,16.24664835165193,294.8150274725385,27.001648351653845,25.110192307692305
17.3757142857,295.918571429,28.1142857143,72.61,0.10938334999999999,0,1,0.13811401999999995,16.233983516486546,294.80318681321154,27.004395604401925,24.557499999999997
16.9671428571,295.567142857,27.1857142857,42.92,0.08516725,0,1,0.13318599499999995,16.21269230769424,294.78401098903845,26.97967032967692,24.989423076923075
17.0614285714,295.61571428599996,26.657142857100002,78.73,0.14995,0,1,0.13563251249999994,16.212225274726933,294.7826373626731,26.962637362642308,26.11884615384615
15.46,294.03,26.3142857143,0.0,0.08876519999999997,0,1,0.13147637749999994,16.18736263736347,294.7567582417885,26.953296703301927,25.733461538461537
16.3228571429,294.93857142900004,26.271428571399998,35.34,0.1463952425,0,1,0.13111649924999993,16.18956043956155,294.75920329675006,26.954670329675004,25.76673076923077
16.34,294.974285714,26.728571428600002,0.0,0.122133925,0,1,0.12567810424999992,16.192994505496166,294.7628846154231,26.96895604396154,25.575192307692305
15.8842857143,294.51428571400004,25.6142857143,0.0,0.15937679999999999,0,1,0.12490635674999992,16.236620879123087,294.8111538461924,26.986813186819234,25.575192307692305
14.3357142857,292.86571428599996,25.0,0.0,0.06699682333333333,0,1,0.11912478908333327,16.205494505496162,294.7785989011346,26.973076923082694,24.566538461538457
13.635714285699999,292.04571428599996,24.3571428571,0.0,0.128734725,0,1,0.12303247408333325,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
13.635714285699999,292.04571428599996,24.3571428571,0.0,0.162404175,0,0,0.12193074908333323,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
15.878571428599999,294.457142857,25.657142857100002,200.85,0.106477075,0,0,0.12164012158333323,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
15.8328571429,294.467142857,25.471428571399997,3.12,0.21254285,0,0,0.13437768158333324,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
14.4828571429,293.021428571,24.8571428571,0.0,0.1528244,0,0,0.13466512158333324,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
14.1857142857,292.718571429,24.8,0.0,0.13796666666666668,0,0,0.1395852682499999,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
14.1228571429,292.61714285700003,24.714285714299997,0.0,0.12146845,0,0,0.13709258899999993,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
16.06,294.65,26.028571428600003,0.0,0.1683666666666667,0,0,0.1417158631666666,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
15.0128571429,293.62857142900003,25.7571428571,0.0,0.19404603333333334,0,0,0.14518278649999994,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
14.3814285714,292.967142857,25.285714285700003,0.0,0.1292125,0,0,0.1514043541666666,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
14.701428571400001,293.317142857,25.657142857100002,0.0,0.1887076,0,0,0.15740164166666662,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
14.944285714300001,293.54,25.785714285700003,23.22,0.115025,0,0,0.1526637241666666,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
15.135714285699999,293.708571429,26.1,0.0,0.10334642499999999,0,0,0.15235065916666662,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
14.968571428599999,293.578571429,26.2,0.0,0.12082145,0,0,0.14317851916666663,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
15.264285714300001,293.88428571400004,26.228571428600002,122.27,0.136891675,1,0,0.1415852466666666,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
15.6128571429,294.195714286,26.985714285700002,43.21,0.120564275,1,0,0.13984500749999995,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
16.3242857143,294.94285714299997,26.8142857143,83.11,0.1261494075,1,0,0.14031310324999996,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
15.4528571429,294.048571429,26.6714285714,36.16,0.128035725,1,0,0.13628000908333326,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
14.9,293.4,27.3714285714,0.0,0.05893928750000001,1,0,0.12276933449999994,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
15.75,294.221428571,26.785714285700003,13.92,0.178833925,1,0,0.12773147699999993,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
15.6871428571,294.275714286,27.4428571429,2.94,0.090260425,1,0,0.11788675949999994,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.2328571429,295.767142857,27.8571428571,71.85,0.0726958325,1,0,0.11365384274999994,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.8328571429,296.33428571400003,27.4285714286,186.25,0.18455713333333335,1,0,0.12177491358333328,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.9957142857,296.522857143,27.5,42.24,0.118478575,1,0,0.12154062608333327,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.57,296.154285714,28.2,43.21,0.09592319999999999,1,0,0.11744377858333326,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.4414285714,296.042857143,28.285714285700003,52.07,0.1577107,1,0,0.12115842108333326,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.8071428571,296.38428571400004,28.485714285700002,52.96,0.1286325,1,0,0.12140673033333324,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.6671428571,296.275714286,29.228571428600002,10.74,0.150275,0,0,0.12363065783333324,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.5685714286,296.198571429,28.728571428600002,1.86,0.16397616666666667,0,0,0.13413434574999988,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.43,296.052857143,27.6285714286,94.14,0.140543325,0,0,0.1303052857499999,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.2485714286,295.875714286,27.5571428571,33.51,0.046395000000000006,0,0,0.12591874324999988,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.1142857143,295.745714286,27.971428571399997,31.12,0.11592974999999998,0,0,0.13024213499999987,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.5471428571,296.158571429,28.0714285714,59.22,0.15526250000000003,0,0,0.12731267166666654,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.4157142857,296.007142857,27.6714285714,65.55,0.18123212500000002,0,0,0.13358802666666655,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.6014285714,296.214285714,28.214285714299997,68.22,0.157389275,0,0,0.13973463416666654,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.4585714286,296.05714285700003,28.271428571399998,27.7,0.142725,0,0,0.13823606416666653,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.564285714300002,296.17571428599996,28.728571428600002,61.55,0.1557238,0,0,0.14094519416666657,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.3528571429,295.937142857,28.028571428600003,21.34,0.18783662500000003,0,0,0.14470135666666656,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.5414285714,296.111428571,28.1428571429,41.32,0.11513809250000001,0,0,0.13981754924999992,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.7514285714,296.281428571,27.5571428571,95.55,0.17441784999999999,0,0,0.1432050017499999,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.6042857143,296.13,27.971428571399997,97.7,0.144208325,0,0,0.1529863342499999,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.8971428571,296.424285714,28.8857142857,23.1,0.15324017500000003,0,1,0.15671737674999991,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.3085714286,295.892857143,29.157142857100002,18.95,0.228203575,0,1,0.1640114842499999,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.0442857143,295.645714286,28.657142857100002,12.18,0.0582,0,1,0.1517082717499999,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.247142857100002,295.805714286,28.6714285714,80.58,0.11940715,0,1,0.14791005924999992,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.73,296.27,28.3857142857,64.0,0.17046667499999998,0,1,0.1506842267499999,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
16.481428571400002,295.07428571400004,27.5428571429,40.06,0.1041125,0,1,0.14552309674999991,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
16.067142857100002,294.652857143,26.6857142857,43.44,0.08272975499999999,0,1,0.1350124097499999,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.5285714286,296.041428571,27.4,47.42,0.12031905000000001,0,1,0.13553050549999987,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
16.678571428599998,295.25285714299997,26.6285714286,53.73,0.127560425,0,1,0.13084476299999986,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
16.0242857143,294.65,26.9142857143,86.28,0.14468095,0,1,0.13089202549999987,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
15.251428571400002,293.828571429,26.6857142857,0.0,0.1509655,0,1,0.13066455799999988,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
14.3242857143,292.8,25.9142857143,0.0,0.054587292499999995,0,1,0.11330292974999986,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
14.3242857143,292.8,25.9142857143,0.0,0.054587292499999995,0,0,0.11330292974999986,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
15.52,294.15,25.8714285714,46.79,0.0492827375,0,0,0.11330292974999986,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
14.4671428571,293.06857142900003,24.5,0.0,0.0772505925,0,0,0.11330292974999986,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
14.49,293.075714286,24.8571428571,0.0,0.18651190000000004,0,0,0.11330292974999986,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
14.3071428571,292.841428571,24.4,0.0,0.1002333325,0,0,0.11330292974999986,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
15.4528571429,294.032857143,26.6714285714,75.97,0.0642574375,0,0,0.11330292974999986,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
14.385714285699999,292.87142857099997,25.4285714286,0.0,0.18411785,0,0,0.11330292974999986,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
14.7528571429,293.342857143,26.271428571399998,14.71,0.18729257500000002,0,0,0.11330292974999986,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
13.8271428571,292.301428571,25.7,0.0,0.22180476666666668,0,0,0.11330292974999986,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
13.4942857143,291.911428571,25.5714285714,0.0,0.151666675,0,0,0.11330292974999986,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
12.5828571429,290.775714286,24.9,0.0,0.1913583325,0,0,0.14137761991666659,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
15.0642857143,293.69285714299997,26.9285714286,9.68,0.064901175,0,0,0.14293946366666657,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
14.648571428599999,293.222857143,26.1428571429,27.0,0.13115,0,0,0.1483294044166666,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
15.2,293.812857143,26.8857142857,0.0,0.11645833250000001,1,0,0.14132404766666656,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
15.1628571429,293.75285714299997,27.2,7.49,0.14696033333333333,1,0,0.1459967477499999,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
15.5,294.065714286,27.0714285714,19.74,0.0386125,1,0,0.1434322539999999,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
15.488571428599998,294.07285714299996,25.8714285714,114.85,0.106689275,1,0,0.1356893964999999,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
16.5971428571,295.194285714,27.485714285700002,33.35,0.11643732333333334,1,0,0.12860387133333323,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
16.6585714286,295.26,26.9428571429,37.35,0.106925,1,0,0.11711589466666654,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
16.2671428571,294.847142857,26.471428571399997,34.9,0.084891075,1,0,0.11043833466666655,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
16.8571428571,295.32428571400004,28.228571428600002,14.84,0.15822082499999998,1,0,0.10712458391666653,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
18.185714285699998,296.67571428599996,28.9428571429,78.17,0.0592928575,1,0,0.10656375216666654,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.9514285714,296.451428571,27.6428571429,62.2,0.10698392500000001,1,0,0.10414714466666655,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
18.4914285714,296.978571429,29.9,8.48,0.1409523666666667,1,0,0.10659654808333323,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.13,295.742857143,27.728571428600002,30.65,0.17293809999999998,1,0,0.10919432474999988,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.7128571429,296.294285714,27.342857142899998,93.75,0.11997379999999999,1,0,0.11733045474999988,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.9228571429,296.51,28.842857142899998,8.49,0.1775381,0,0,0.1244153372499999,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.407142857100002,296.03,28.2428571429,37.28,0.1175547825,0,0,0.12452708316666657,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.46,296.055714286,27.8857142857,73.94,0.1333154575,0,0,0.12716612891666657,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.317142857100002,295.94,28.5,4.81,0.16548927500000002,0,0,0.13522594891666656,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
18.0342857143,296.592857143,27.9428571429,78.03,0.10877,0,0,0.13028086641666659,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
18.3271428571,296.857142857,29.028571428600003,12.38,0.21789366666666665,0,0,0.14614094733333324,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.9885714286,296.56142857099996,29.028571428600003,7.25,0.15741427500000002,0,0,0.15118398233333324,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.9528571429,296.512857143,29.4142857143,106.83,0.1267309425,0,0,0.14976183991666658,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.9171428571,296.49,28.971428571399997,1.36,0.19614642499999999,0,0,0.15208267241666656,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.5271428571,296.107142857,28.657142857100002,30.85,0.14269284999999998,0,0,0.15435457741666658,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.5614285714,296.12857142900003,28.4285714286,43.26,0.0729583325,0,0,0.1438966006666666,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.7042857143,296.291428571,28.6,14.42,0.15200714999999998,0,0,0.14734183741666657,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
17.9528571429,296.461428571,28.157142857100002,71.36,0.0812735,0,0,0.1421376416666666,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
18.12,296.651428571,28.285714285700003,72.86,0.0631333325,0,1,0.13190204741666658,16.20458791208847,294.7774450549808,26.957692307698075,24.566538461538457
